date,OilShock,OilPrice,WorldOilProd,WorldOilInv,WorldIndProd,UsIndProd,UsCpi
199606,0.9605858837,-4.0290334132,0.5038866393,0.5567350726,0.1453717206,0.8274552142,0.1916321251
199607,0,3.9750060822,0.135640489,-0.3944285838,0.3117283591,-0.1723955768,0.1912655986
199608,0,2.8303942697,-0.517189195,0.8221994048,0.4148112263,0.5961502416,0.1273074647
199609,0,8.5238846236,0.7404299963,-0.8605708776,0.4999361885,0.6838588606,0.3175613974
199610,0,3.4065165254,0.5581365644,0.1118177499,0.2850933452,-0.0678838844,0.3165561365
199611,4.0168473527,-5.2126475592,0.6973189869,-0.3294048787,0.4537110363,0.8644461569,0.3155572199
199612,0,6.5941187828,0.8829650198,-0.6615199219,0.535277354,0.6454661823,0.2517307811
199701,0,-1.0586417582,-0.1014032705,1.1624639464,0.3239197954,0.125947591,0.1883831012
199702,0,-12.6990460106,0.5465311626,-0.3911275704,0.5586404243,1.1972935519,0.1880288865
199703,0,-5.7122482185,-0.0215357594,0.835387932,0.8055486115,0.7022930755,0.0625978111
199704,0,-6.3038371166,0.7996755748,-0.0557622952,0.5361685202,0.0260933002,0.0625586508
199705,0,5.4760906098,-0.9953899525,-0.248542766,0.2209805107,0.5987614051,0
199706,-2.1762023013,-8.492211301,-1.1861624672,-1.0472593968,0.89444674,0.4883885569,0.1874414794
199707,0,2.2464790433,0.6864730135,-0.2957217825,0.3617831561,0.7491268504,0.1247660798
199708,0,1.2676464624,1.3447643259,-0.5873589217,0.4411583728,1.0473642411,0.2490661312
199709,0,-0.9533847938,0.530702917,0.5156831488,0.5020805546,0.8980219884,0.2484473328
199710,0,6.9791300709,0.7788431607,0.259687577,0.6733380663,0.8516796656,0.185931259
199711,0,-5.3868644868,-0.2188416009,1.9621316973,-0.1500675321,0.8704586418,0.123762392
199712,-0.7622865665,-9.6821230761,-0.2811141662,-0.2668716316,-0.0639931024,0.3080107744,0.0618238041
199801,0,-9.3221347247,1.8217733313,-0.0681784114,-0.2128153857,0.507227917,0.1235330608
199802,0,-3.9675634089,0.5421441017,-0.2992559295,0.782987724,0.1177924794,0
